"","Subbasin","each","rkt.pval","rkt.Sen","rkt.tau","RKTtrend","samples","sum.taxon"
"69","Swamp Creek Subbasin","Kogotus.Rickera.Cultus",0.547893628131144,0,-0.0637119113573407,"none",16,51.1452991452991
"70","Thornton Creek Subbasin","Kogotus.Rickera.Cultus",1,0,0,"none",0,0
"71","Tibbetts Creek Subbasin","Kogotus.Rickera.Cultus",0.103879155487774,0,0.153846153846154,"none",4,4.56853991596639
"72","Upper Cedar River Subbasin","Kogotus.Rickera.Cultus",0.628967844730379,0,0.0718954248366013,"none",5,4.96180555555555
"73","Vashon-Maury Island Subbasin","Kogotus.Rickera.Cultus",0.138768846789353,0.0520833333333333,0.181818181818182,"none",36,72.220972184667
"74","W Lake Sammamish Subbasin","Kogotus.Rickera.Cultus",0.894549147454705,0,-0.0132743362831858,"none",2,0.982142857142857
"75","W Lake Washington - Seattle N Subbasin","Kogotus.Rickera.Cultus",0.0684772691124382,0,0.176470588235294,"none",2,0.68452380952381
"76","W Lake Washington - Seattle S Subbasin","Kogotus.Rickera.Cultus",1,0,0,"none",0,0
"77","Bear Creek Subbasin","Zapada.Oregonensis.Group",0.293425653205576,0,-0.0428571428571429,"none",46,120.116617805504
"78","Black River Subbasin","Zapada.Oregonensis.Group",1,0,-0.000984251968503937,"none",12,38.4467461417893
"79","Coal Creek (Cedar) Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"80","Coal Creek (Green) Subbasin","Zapada.Oregonensis.Group",0.305124276229604,0,-0.0971128608923885,"none",14,50.1221186471767
"81","Covington Creek Subbasin","Zapada.Oregonensis.Group",0.246520701312927,0,0.0699052132701422,"none",27,107.185268165973
"82","Deep Creek Subbasin","Zapada.Oregonensis.Group",0.0101964961932333,0,-0.274725274725275,"negative",12,35.3367651277647
"83","Duwamish River Subbasin","Zapada.Oregonensis.Group",0.943344507173677,0,0.0104712041884817,"none",11,16.2372455760614
"84","E Lake Sammamish Subbasin","Zapada.Oregonensis.Group",0.58470554327525,0,0.0396039603960396,"none",29,157.047467234495
"85","E Lake Washington - Kenmore N Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"86","E Lake Washington - Kenmore S Subbasin","Zapada.Oregonensis.Group",0.245806288377793,0.0188145188145188,0.216666666666667,"none",10,7.05248728129554
"87","Evans Creek Subbasin","Zapada.Oregonensis.Group",0.975702390941129,0,-0.0056657223796034,"none",40,73.9912555541856
"88","Forbes Creek Subbasin","Zapada.Oregonensis.Group",0.679708154348493,0,-0.0285714285714286,"none",1,0.333333333333333
"89","Issaquah Creek Subbasin","Zapada.Oregonensis.Group",0.454618042954414,0,-0.0300699300699301,"none",53,146.044482432584
"90","Jenkins Creek Subbasin","Zapada.Oregonensis.Group",0.762203341955838,0,0.0291545189504373,"none",12,112.859694641569
"91","Kelsey Creek Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"92","Little Bear Creek Subbasin","Zapada.Oregonensis.Group",0.135809628981885,0,0.0661596958174905,"none",37,104.568187029223
"93","Lower Cedar River Subbasin","Zapada.Oregonensis.Group",0.581291717860526,0,-0.0407876230661041,"none",57,176.033096357273
"94","Lower Green River - E Subbasin","Zapada.Oregonensis.Group",0.0523781894047377,0.0132666268418957,0.225433526011561,"none",23,65.3812888418747
"95","Lower Green River - W Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"96","Lyon Creek Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"97","May Creek Subbasin","Zapada.Oregonensis.Group",0.746633769329493,0,0.0215982721382289,"none",8,9.88519072315211
"98","McAleer Creek Subbasin","Zapada.Oregonensis.Group",0.295480104497323,0,-0.140350877192982,"none",5,3.11457245620141
"99","Middle Green River Subbasin","Zapada.Oregonensis.Group",0.437001637784854,0,-0.0554926387315968,"none",74,398.979640632904
"100","Mill Creek Subbasin","Zapada.Oregonensis.Group",0.554508172666204,-0.0134595114087301,-0.0722543352601156,"none",28,93.9471303814247
"101","Miller Creek Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"102","Newaukum Creek Subbasin","Zapada.Oregonensis.Group",0.259643384856654,0,0.0642092746730083,"none",28,61.6550530462838
"103","North Creek Subbasin","Zapada.Oregonensis.Group",0.78354404279559,0,0.0201005025125628,"none",6,9.10281385281385
"104","S Fork Snoqualmie Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"105","Sammamish River Subbasin","Zapada.Oregonensis.Group",0.569821437595405,0,-0.0334987593052109,"none",51,189.5616328369
"106","Soos Creek Subbasin","Zapada.Oregonensis.Group",0.492638121209465,0,-0.037525354969574,"none",35,124.970333605853
"107","Swamp Creek Subbasin","Zapada.Oregonensis.Group",0.648076868139146,0,-0.0166204986149584,"none",1,3.33333333333333
"108","Thornton Creek Subbasin","Zapada.Oregonensis.Group",0.118571432444394,0,-0.1,"none",1,2.30769230769231
"109","Tibbetts Creek Subbasin","Zapada.Oregonensis.Group",0.699870310412416,0,-0.0240384615384615,"none",1,1.96078431372549
"110","Upper Cedar River Subbasin","Zapada.Oregonensis.Group",0.935194178641422,0,0.0196078431372549,"none",9,10.203978343781
"111","Vashon-Maury Island Subbasin","Zapada.Oregonensis.Group",0.16339372670068,0,-0.162055335968379,"none",22,23.2852015442578
"112","W Lake Sammamish Subbasin","Zapada.Oregonensis.Group",1,0,0,"none",0,0
"113","W Lake Washington - Seattle N Subbasin","Zapada.Oregonensis.Group",0.674173070931269,0,0.0457516339869281,"none",2,0.673558897243108
"114","W Lake Washington - Seattle S Subbasin","Zapada.Oregonensis.Group",0.804080657471961,0,-0.00655021834061135,"none",1,0.476190476190476
"115","Bear Creek Subbasin","Zapada.frigida",0.874367061162892,0,-0.00150375939849624,"none",1,2
"116","Black River Subbasin","Zapada.frigida",1,0,0,"none",0,0
"117","Coal Creek (Cedar) Subbasin","Zapada.frigida",1,0,0,"none",0,0
"118","Coal Creek (Green) Subbasin","Zapada.frigida",0.181677288389383,0,0.073490813648294,"none",4,13.8942307692308
"119","Covington Creek Subbasin","Zapada.frigida",0.457390543168855,0,-0.0118483412322275,"none",1,2.5
"120","Deep Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"121","Duwamish River Subbasin","Zapada.frigida",1,0,0,"none",0,0
"122","E Lake Sammamish Subbasin","Zapada.frigida",1,0,0,"none",0,0
"123","E Lake Washington - Kenmore N Subbasin","Zapada.frigida",1,0,0,"none",0,0
"124","E Lake Washington - Kenmore S Subbasin","Zapada.frigida",1,0,0,"none",0,0
"125","Evans Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"126","Forbes Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"127","Issaquah Creek Subbasin","Zapada.frigida",0.513979613634994,0,0.0118881118881119,"none",12,9.37362072781994
"128","Jenkins Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"129","Kelsey Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"130","Little Bear Creek Subbasin","Zapada.frigida",1,0,-0.000760456273764259,"none",1,1.02127659574468
"131","Lower Cedar River Subbasin","Zapada.frigida",0.854932750043709,0,0.00421940928270042,"none",3,2.75
"132","Lower Green River - E Subbasin","Zapada.frigida",1,0,0,"none",0,0
"133","Lower Green River - W Subbasin","Zapada.frigida",1,0,0,"none",0,0
"134","Lyon Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"135","May Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"136","McAleer Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"137","Middle Green River Subbasin","Zapada.frigida",0.539665004251265,0,0.0113250283125708,"none",2,1.94090909090909
"138","Mill Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"139","Miller Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"140","Newaukum Creek Subbasin","Zapada.frigida",0.771084063404352,0,0.00594530321046373,"none",2,1.359375
"141","North Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"142","S Fork Snoqualmie Subbasin","Zapada.frigida",1,0,0,"none",0,0
"143","Sammamish River Subbasin","Zapada.frigida",1,0,0,"none",0,0
"144","Soos Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"145","Swamp Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"146","Thornton Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"147","Tibbetts Creek Subbasin","Zapada.frigida",1,0,0,"none",0,0
"148","Upper Cedar River Subbasin","Zapada.frigida",0.498753598937125,0,0.0980392156862745,"none",5,3.92821067821068
"149","Vashon-Maury Island Subbasin","Zapada.frigida",1,0,0,"none",0,0
"150","W Lake Sammamish Subbasin","Zapada.frigida",1,0,0,"none",0,0
"151","W Lake Washington - Seattle N Subbasin","Zapada.frigida",1,0,0,"none",0,0
"152","W Lake Washington - Seattle S Subbasin","Zapada.frigida",1,0,0,"none",0,0
"153","Bear Creek Subbasin","Zapada.columbiana",0.25147166029027,0,-0.0165413533834586,"none",3,11.204382183908
"154","Black River Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"155","Coal Creek (Cedar) Subbasin","Zapada.columbiana",0.772058969750735,0,0.0136986301369863,"none",1,0.538277511961722
"156","Coal Creek (Green) Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"157","Covington Creek Subbasin","Zapada.columbiana",0.440712219116378,0,-0.0106635071090047,"none",1,0.833333333333333
"158","Deep Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"159","Duwamish River Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"160","E Lake Sammamish Subbasin","Zapada.columbiana",0.67925062872215,0,0.0127298444130127,"none",3,70.9135551948052
"161","E Lake Washington - Kenmore N Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"162","E Lake Washington - Kenmore S Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"163","Evans Creek Subbasin","Zapada.columbiana",1,0,0.0028328611898017,"none",3,2.16071428571429
"164","Forbes Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"165","Issaquah Creek Subbasin","Zapada.columbiana",0.170569117010785,0,-0.0146853146853147,"none",3,3.82142857142857
"166","Jenkins Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"167","Kelsey Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"168","Little Bear Creek Subbasin","Zapada.columbiana",0.706012520055719,0,-0.00532319391634981,"none",2,0.601190476190476
"169","Lower Cedar River Subbasin","Zapada.columbiana",0.619796388494133,0,0.0070323488045007,"none",1,2.01923076923077
"170","Lower Green River - E Subbasin","Zapada.columbiana",0.35832646674888,0,0.0289017341040462,"none",1,0.847457627118644
"171","Lower Green River - W Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"172","Lyon Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"173","May Creek Subbasin","Zapada.columbiana",0.385881758660254,0,-0.0237580993520518,"none",1,3.33333333333333
"174","McAleer Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"175","Middle Green River Subbasin","Zapada.columbiana",0.363467309582829,0,-0.0237825594563986,"none",6,39.6971590909091
"176","Mill Creek Subbasin","Zapada.columbiana",0.748232845629689,0,-0.0173410404624277,"none",2,1.75607287449393
"177","Miller Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"178","Newaukum Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"179","North Creek Subbasin","Zapada.columbiana",0.165327154231323,0,0.042713567839196,"none",1,1.25
"180","S Fork Snoqualmie Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"181","Sammamish River Subbasin","Zapada.columbiana",0.562833753917325,0,0.00744416873449132,"none",1,0.703125
"182","Soos Creek Subbasin","Zapada.columbiana",0.784191229401619,0,0.00405679513184584,"none",1,0.3125
"183","Swamp Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"184","Thornton Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"185","Tibbetts Creek Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"186","Upper Cedar River Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"187","Vashon-Maury Island Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"188","W Lake Sammamish Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"189","W Lake Washington - Seattle N Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"190","W Lake Washington - Seattle S Subbasin","Zapada.columbiana",1,0,0,"none",0,0
"191","Bear Creek Subbasin","Zapada.cinctipes",0.00707699751724888,-0.327261904761906,-0.16015037593985,"negative",140,3520.93197330172
"192","Black River Subbasin","Zapada.cinctipes",0.00484059474364673,0.0152529761904763,0.173228346456693,"positive",89,2751.60522837952
"193","Coal Creek (Cedar) Subbasin","Zapada.cinctipes",0.947129827312767,-0.032738095238095,-0.0136986301369863,"none",29,642.475611866416
"194","Coal Creek (Green) Subbasin","Zapada.cinctipes",0.00337734772850218,0.518524930747923,0.338582677165354,"positive",35,527.466561640759
"195","Covington Creek Subbasin","Zapada.cinctipes",0.208668934668317,-0.461414591849374,-0.0959715639810427,"none",86,4151.84112657089
"196","Deep Creek Subbasin","Zapada.cinctipes",0.0316289091605897,1.20424836601307,0.274725274725275,"positive",31,675.230740793866
"197","Duwamish River Subbasin","Zapada.cinctipes",0.748318941822639,-0.0424812030075188,-0.0471204188481675,"none",31,622.959037406746
"198","E Lake Sammamish Subbasin","Zapada.cinctipes",0.152744644377419,0.295138888888889,0.12022630834512,"none",75,2765.61697189104
"199","E Lake Washington - Kenmore N Subbasin","Zapada.cinctipes",0.0488795923567911,0.5,0.34640522875817,"positive",17,168.831845238095
"200","E Lake Washington - Kenmore S Subbasin","Zapada.cinctipes",0.0273767657896618,2.29900453486189,0.416666666666667,"positive",16,430.685998181374
"201","Evans Creek Subbasin","Zapada.cinctipes",0.547030166036298,0.061728395061729,0.0623229461756374,"none",57,822.873782844084
"202","Forbes Creek Subbasin","Zapada.cinctipes",0.142893661836797,0,-0.161904761904762,"none",4,13.3049242424242
"203","Issaquah Creek Subbasin","Zapada.cinctipes",2.55334385257378e-06,-0.345281862745098,-0.267132867132867,"negative",154,1888.06674050949
"204","Jenkins Creek Subbasin","Zapada.cinctipes",0.505384926058893,-0.232142857142858,-0.0816326530612245,"none",35,2533.15664877248
"205","Kelsey Creek Subbasin","Zapada.cinctipes",0.0196225784020438,0.0484995773457312,0.2890625,"positive",14,92.830366245858
"206","Little Bear Creek Subbasin","Zapada.cinctipes",0.0606068838773706,0.368131868131869,0.116349809885932,"none",131,3912.5661681981
"207","Lower Cedar River Subbasin","Zapada.cinctipes",1,0,-0.00140646976090014,"none",91,919.266886524649
"208","Lower Green River - E Subbasin","Zapada.cinctipes",0.273108400702722,-0.67026835672354,-0.132947976878613,"none",37,1332.68882943723
"209","Lower Green River - W Subbasin","Zapada.cinctipes",0.338398146391989,0,-0.171428571428571,"none",6,6.38461538461539
"210","Lyon Creek Subbasin","Zapada.cinctipes",1,-0.01791858762956,0,"none",17,398.444768614374
"211","May Creek Subbasin","Zapada.cinctipes",0.559390655360079,0.173076923076923,0.060475161987041,"none",52,913.960747656721
"212","McAleer Creek Subbasin","Zapada.cinctipes",0.972074157428035,0.0147058823529412,0.0116959064327485,"none",19,267.502021733922
"213","Middle Green River Subbasin","Zapada.cinctipes",0.213904452911481,-0.0757575757575753,-0.0906002265005662,"none",97,1497.9390294968
"214","Mill Creek Subbasin","Zapada.cinctipes",0.273108400702722,0.472962010982846,0.132947976878613,"none",37,1308.51716934374
"215","Miller Creek Subbasin","Zapada.cinctipes",0.200590727448064,0.39375,0.171122994652406,"none",31,351.876203724394
"216","Newaukum Creek Subbasin","Zapada.cinctipes",0.234668320763593,-0.0980392156862747,-0.0915576694411415,"none",83,799.425923722382
"217","North Creek Subbasin","Zapada.cinctipes",0.0996162324047658,0.225274725274725,0.178391959798995,"none",44,1102.40636866622
"218","S Fork Snoqualmie Subbasin","Zapada.cinctipes",0.00946921070143825,0.258928571428571,0.455555555555556,"positive",16,94.485119047619
"219","Sammamish River Subbasin","Zapada.cinctipes",0.132353218851077,0,-0.10545905707196,"none",85,1825.14916331485
"220","Soos Creek Subbasin","Zapada.cinctipes",0.849687638671402,0.0114400402229351,0.0141987829614604,"none",107,1609.70230824608
"221","Swamp Creek Subbasin","Zapada.cinctipes",0.0823676223959042,-1.83641975308642,-0.204986149584488,"none",38,2602.89425964426
"222","Thornton Creek Subbasin","Zapada.cinctipes",0.547482712431932,0,0.0789473684210526,"none",5,5.42737470862471
"223","Tibbetts Creek Subbasin","Zapada.cinctipes",0.26310524473231,-0.138131957328386,-0.158653846153846,"none",22,299.946450623623
"224","Upper Cedar River Subbasin","Zapada.cinctipes",0.939613698235622,-0.0127551020408157,-0.0196078431372549,"none",17,63.1173236485736
"225","Vashon-Maury Island Subbasin","Zapada.cinctipes",0.71773883792201,-0.0648148148148222,-0.0474308300395257,"none",38,467.871937089168
"226","W Lake Sammamish Subbasin","Zapada.cinctipes",0.551947096086332,0,-0.084070796460177,"none",21,254.640361206135
"227","W Lake Washington - Seattle N Subbasin","Zapada.cinctipes",1,-0.0293944738389224,-0.0065359477124183,"none",18,323.17482679043
"228","W Lake Washington - Seattle S Subbasin","Zapada.cinctipes",0.0161051547444675,-0.0439664502164502,-0.216157205240175,"negative",43,1167.71336106142
"229","Bear Creek Subbasin","Zapada",0.328092163832295,0,0.012781954887218,"none",3,68.644358977611
"230","Black River Subbasin","Zapada",1,0,0,"none",0,0
"231","Coal Creek (Cedar) Subbasin","Zapada",1,0,0,"none",0,0
"232","Coal Creek (Green) Subbasin","Zapada",0.679708154348493,0,0.015748031496063,"none",1,1.875
"233","Covington Creek Subbasin","Zapada",1,0,0,"none",0,0
"234","Deep Creek Subbasin","Zapada",1,0,0,"none",0,0
"235","Duwamish River Subbasin","Zapada",1,0,0,"none",0,0
"236","E Lake Sammamish Subbasin","Zapada",1,0,0,"none",0,0
"237","E Lake Washington - Kenmore N Subbasin","Zapada",1,0,0,"none",0,0
"238","E Lake Washington - Kenmore S Subbasin","Zapada",1,0,0,"none",0,0
"239","Evans Creek Subbasin","Zapada",1,0,0,"none",0,0
"240","Forbes Creek Subbasin","Zapada",1,0,0,"none",0,0
"241","Issaquah Creek Subbasin","Zapada",0.927264473525232,0,-0.0013986013986014,"none",1,0.46875
"242","Jenkins Creek Subbasin","Zapada",1,0,0,"none",0,0
"243","Kelsey Creek Subbasin","Zapada",1,0,0,"none",0,0
"244","Little Bear Creek Subbasin","Zapada",1,0,0,"none",1,80.625
"245","Lower Cedar River Subbasin","Zapada",0.885920242534074,0,0.00421940928270042,"none",2,19.6666666666667
"246","Lower Green River - E Subbasin","Zapada",1,0,0,"none",0,0
"247","Lower Green River - W Subbasin","Zapada",1,0,0,"none",0,0
"248","Lyon Creek Subbasin","Zapada",1,0,0,"none",0,0
"249","May Creek Subbasin","Zapada",1,0,0,"none",0,0
"250","McAleer Creek Subbasin","Zapada",1,0,0,"none",0,0
"251","Middle Green River Subbasin","Zapada",1,0,0,"none",0,0
"252","Mill Creek Subbasin","Zapada",0.283073893152809,0,0.0404624277456647,"none",1,2.8125
"253","Miller Creek Subbasin","Zapada",1,0,0,"none",0,0
"254","Newaukum Creek Subbasin","Zapada",1,0,0.00118906064209275,"none",1,0.197368421052632
