"","taxon","site","slope","inter","pval","trend","samples","sum.taxon"
"29","Hemerodromiinae","08EVA3555",0.00545966491870809,-8.66615502435064,0.982201634539469,"none",10,10
"30","Hemerodromiinae","08EVA3637",0.0334186653123186,-66.0792660540987,0.747103254390138,"none",10,10
"31","Hemerodromiinae","08EVA3640",-14.8368932037393,29992.4959533828,0.999403335367424,"none",9,9
"32","Hemerodromiinae","08EVA3642",-0.226908669242911,458.731059736447,0.240844341452027,"none",9,9
"33","Hemerodromiinae","08EVA3813",0.127685014801333,-257.356341174121,0.193723836251866,"none",7,7
"34","Hemerodromiinae","08ISS3877",39.7069941851884,-79632.572024334,0.998212703512049,"none",18,18
"35","Hemerodromiinae","08ISS3958",-0.00883904510693339,19.2872559760813,0.954884921866907,"none",9,9
"36","Hemerodromiinae","08ISS3962",-1.19812431108487e-10,25.5660694946065,0.999999999999989,"none",19,19
"37","Hemerodromiinae","08ISS4294",0.0892580085047671,-179.556170087926,0.299515272233146,"none",10,10
"38","Hemerodromiinae","08ISS4573",-0.0245320299826856,50.2197890995283,0.767361502947879,"none",14,14
"39","Hemerodromiinae","08ISS4724",-0.0513461450358712,104.194545873621,0.566078217953773,"none",13,13
"40","Hemerodromiinae","08ISS4730",0.0174228008037211,-34.8717058741614,0.806605334389738,"none",11,11
"41","Hemerodromiinae","08ISS4735",-0.0252575851140782,49.8362493177193,0.859808519653637,"none",3,3
"42","Hemerodromiinae","08ISS4748",0.00917585907530527,-18.3601672706717,0.919364724510153,"none",9,9
"43","Hemerodromiinae","08ISS4884",0.211817024048005,-427.085438940651,0.0638019004518901,"none",5,5
"44","Hemerodromiinae","08LAK2827",-0.202437079753084,406.795203892793,0.0637262954328819,"none",7,7
"45","Hemerodromiinae","08LAK3121",0.0328510271969814,-63.8084136307851,0.870636011433957,"none",10,10
"46","Hemerodromiinae","08LAK3540",-0.440029839631496,890.977235319975,0.341553192141299,"none",18,18
"47","Hemerodromiinae","08LAK3616",-0.0233922299564226,48.4938617349153,0.896204434881764,"none",9,9
"48","Hemerodromiinae","08LAK3627",-0.123630200637048,251.880826300666,0.527264122587583,"none",16,16
"49","Hemerodromiinae","08LAK3628",-0.0896981268291118,181.501840301545,0.311562385425206,"none",14,14
"50","Hemerodromiinae","08LAK3699",0.0398003909385815,-79.4350104165773,0.627657201017434,"none",12,12
"51","Hemerodromiinae","08LAK3879",-0.213812392944723,432.730896612877,0.145902182974068,"none",18,18
"52","Hemerodromiinae","08LIT2585",0.0275134742665819,-54.8930521182162,0.705306368831723,"none",13,13
"53","Hemerodromiinae","08LIT2602",-0.415464929158322,841.279358088453,0.343391157620324,"none",18,18
"54","Hemerodromiinae","08LIT2603",-0.00941694188683931,21.8990084616564,0.954232701814404,"none",19,19
"55","Hemerodromiinae","08LIT2682",-0.0340676725153417,69.5008581627976,0.665864134917582,"none",15,15
"56","Hemerodromiinae","08LIT2685",-0.0889189567979595,181.041163945095,0.523934743007156,"none",16,16
"57","Hemerodromiinae","08LIT2692",-0.0827412267622958,165.951769765427,0.295376200827369,"none",7,7
"58","Hemerodromiinae","08LIT2781",-0.217225853932362,436.582312209584,0.0328406492307964,"negative",8,8
"59","Hemerodromiinae","08NOR1362",0.0810907520992886,-161.539379668667,0.461686379912866,"none",16,16
"60","Hemerodromiinae","08NOR1370",1.44559076694195e-07,25.5657767733809,0.999999999985281,"none",20,20
"61","Hemerodromiinae","08NOR1750",0.0257789640207942,-51.0528194417605,0.758126800846697,"none",14,14
"62","Hemerodromiinae","08NOR1756",-2.46239443654462e-14,-0.559615787885861,0.999999999999901,"none",4,4
"63","Hemerodromiinae","08NOR2306",-0.0617628758090455,126.040381924311,0.585855004506046,"none",15,15
"64","Hemerodromiinae","08SAM0000",0.423806257104905,-853.639034262022,0.0248059204574943,"positive",8,8
"65","Hemerodromiinae","08SAM1914",-0.0508094267413344,102.427610188122,0.702466377915142,"none",7,7
"66","Hemerodromiinae","08SAM2674",-0.0425763369905258,85.8138514714425,0.580146804569238,"none",9,9
"67","Hemerodromiinae","08SAM2855",-0.0465686585594666,94.694168567922,0.620083021516343,"none",12,12
"68","Hemerodromiinae","08SAM2862",-0.137327425138483,273.798248859364,0.504357499592693,"none",1,1
"69","Hemerodromiinae","08SAM3045",0.448677315614509,-907.371573908606,0.325158496049987,"none",1,1
"70","Hemerodromiinae","08SAM3047",0.0865945947947424,-176.601512932968,0.569980743273476,"none",2,2
"71","Hemerodromiinae","08WES0622",0.109153584160088,-221.497343246742,0.388259793499668,"none",3,3
"72","Hemerodromiinae","08WES0629",-0.12137797587052,242.351022064986,0.301501514959835,"none",3,3
"73","Hemerodromiinae","08WES0903",-0.144204480968191,292.296615129663,0.274203890084122,"none",16,16
"74","Hemerodromiinae","08WES0905",0.410621929463805,-829.000530455843,0.0522103156544248,"none",4,4
"75","Hemerodromiinae","08WES1037",0.102837003042333,-206.110704208428,0.291087992344084,"none",12,12
"76","Hemerodromiinae","08WES1178",0.0629821306914608,-126.850595993825,0.449381606135525,"none",9,9
"77","Hemerodromiinae","08WES1340",0.111643561139042,-225.502475894117,0.241200051464869,"none",6,6
"78","Hemerodromiinae","08WES1490",-0.18446176561447,371.054443010646,0.0918425576831338,"none",6,6
"79","Hemerodromiinae","08WES1579",0.124009829308095,-251.583743719139,0.446023772746947,"none",2,2
"80","Hemerodromiinae","09BLA0675",0.00995093100427862,-19.7489418902532,0.905064213537055,"none",8,8
"81","Hemerodromiinae","09BLA0716",-0.00398183561775225,9.04394535601181,0.961714527539786,"none",14,14
"82","Hemerodromiinae","09BLA0722",0.29845042692972,-599.803514824312,0.0468426624896003,"positive",10,10
"83","Hemerodromiinae","09BLA0756",0.0373689749139799,-76.6521963278463,0.726113613176147,"none",3,3
"84","Hemerodromiinae","09BLA0768",14.3116567337194,-28673.6508056103,0.999142477148133,"none",15,15
"85","Hemerodromiinae","09BLA0771",0.144797972029476,-291.739327616838,0.134625445147359,"none",7,7
"86","Hemerodromiinae","09BLA0772",-0.125517164372421,253.386900400877,0.148989062607326,"none",12,12
"87","Hemerodromiinae","09BLA0817",-0.109152946441686,218.854004392085,0.240571111651152,"none",5,5
"88","Hemerodromiinae","09COV1165",-0.0211359168592561,43.5803182026237,0.801994583540296,"none",14,14
"89","Hemerodromiinae","09COV1418",0.0933998653807206,-188.716556508971,0.274008311744282,"none",7,7
"90","Hemerodromiinae","09COV1756",0.0593869379353035,-120.738735390315,0.48910133526318,"none",5,5
"91","Hemerodromiinae","09COV1862",0.0505603479769625,-102.288005221955,0.548527495763124,"none",7,7
"92","Hemerodromiinae","09COV1864",0.255814765458267,-516.852717238765,0.0948307591366483,"none",4,4
"93","Hemerodromiinae","09DEE2163",-0.294801795174936,594.902648099031,0.0397710894806307,"negative",13,13
"94","Hemerodromiinae","09DEE2208",-0.0544128174455973,109.029008820738,0.462788563391717,"none",8,8
"95","Hemerodromiinae","09DEE2211",0.0112441534141463,-21.5494651742435,0.905392111193416,"none",12,12
"96","Hemerodromiinae","09DEE2294",-0.0141354952646849,28.1349372914749,0.848724993554262,"none",8,8
"97","Hemerodromiinae","09DUW0091",-0.00377750120613684,7.60977655990628,0.965338279024246,"none",7,7
"98","Hemerodromiinae","09DUW0225",-11.2065736035768,22469.3430887318,0.999437294382484,"none",2,2
"99","Hemerodromiinae","09DUW0277",0.387319277221099,-779.526752963344,0.106731470837022,"none",7,7
"100","Hemerodromiinae","09JEN1318",-0.0229623228108073,46.6914423799018,0.771050391600436,"none",11,11
"101","Hemerodromiinae","09JEN1357",-0.0492826042992185,98.5648828340039,0.512495144671774,"none",7,7
"102","Hemerodromiinae","09LOW0325",0.0349454586756779,-69.9224246272843,0.723788740779595,"none",9,9
"103","Hemerodromiinae","09LOW0751",-0.0222318006551303,44.2627367131355,0.75944015866675,"none",8,8
"104","Hemerodromiinae","09LOW0753",-0.0510211066436591,104.24644182538,0.622747994391232,"none",14,14
"105","Hemerodromiinae","09MID1374",-0.0956633793318769,194.95030637339,0.471744631485333,"none",19,19
"106","Hemerodromiinae","09MID1537",0.072801004863719,-146.411609341843,0.552119610777477,"none",8,8
"107","Hemerodromiinae","09MID1744",-0.0836517632424988,168.959555611416,0.347032137269407,"none",11,11
"108","Hemerodromiinae","09MID1817",-0.0967240301988013,193.945119304728,0.367808277682773,"none",4,4
"109","Hemerodromiinae","09MID1958",-0.0255884887965874,51.2567000771247,0.746724153224311,"none",8,8
"110","Hemerodromiinae","09MID2426",-3.59201089319802e-15,0.773189888240146,0.999999999999964,"none",13,13
"111","Hemerodromiinae","09MIL0340",-0.00188432920637478,4.3995332082655,0.981222419949415,"none",11,11
"112","Hemerodromiinae","09MIL0390",-0.133843448101203,271.92767841762,0.353187929961893,"none",19,19
"113","Hemerodromiinae","09NEW1657",-0.15573304562331,316.075689878896,0.305602340604096,"none",19,19
"114","Hemerodromiinae","09NEW2076",-0.0547426525422787,110.911361669994,0.492840543302961,"none",12,12
"115","Hemerodromiinae","09NEW2102",-0.016857639892764,34.7789188197306,0.828293256439379,"none",14,14
"116","Hemerodromiinae","09NEW2128",0.0588879785262051,-117.338096974577,0.486669987972933,"none",16,16
"117","Hemerodromiinae","09NEW2151",0.283844688938078,-571.133918267993,0.110299807156549,"none",5,5
"118","Hemerodromiinae","09SOO0943",0.0956091707564824,-190.138329421233,0.502296235176807,"none",16,16
"119","Hemerodromiinae","09SOO1022",-0.0331079142297177,67.4429683210255,0.682909941674468,"none",13,13
"120","Hemerodromiinae","09SOO1130",0.088537431352329,-176.976903360558,0.313198953277776,"none",16,16
"121","Hemerodromiinae","09SOO1134",-0.0398183764873102,80.9273188275465,0.641797083815242,"none",13,13
"122","Hemerodromiinae","09SOO1209",0.515864083083888,-1043.2539196499,0.176935533223776,"none",2,2
"123","Hemerodromiinae","09SOO1283",0.131797685239396,-266.328193851375,0.16699125430021,"none",6,6
"124","Hemerodromiinae","28A",4.4800208619672e-11,24.5660696172819,0.999999999999997,"none",11,11
"125","Hemerodromiinae","Miller_Cove",-0.0417126025738672,83.8098114738898,0.792592705960215,"none",5,5
"126","Hemerodromiinae","Miller_SWSSD",0.0672686016672152,-136.29706190669,0.710739879151012,"none",4,4
"127","Hemerodromiinae","VashChris",-0.369158034299822,746.505744090165,0.21016304980527,"none",11,11
"128","Hemerodromiinae","VashShing",-1.43452763872082e-07,25.5663564435532,0.999999999988897,"none",16,16
"129","Hemerodromiinae","WalkerPreserve",0.419284304630417,-842.357872770307,0.379442974516235,"none",11,11
"130","Kogotus.Rickera.Cultus","07SFS011059",-0.362858588996601,732.430061889639,0.183073847607621,"none",5,5
"131","Kogotus.Rickera.Cultus","07SFS011475",0.245664635922703,-497.405077399833,0.427239191356005,"none",2,2
"132","Kogotus.Rickera.Cultus","08BEA3312",0.255994766634942,-514.935016006523,0.0418329040178429,"positive",9,9
"133","Kogotus.Rickera.Cultus","08BEA3321",7.82663534361732e-08,24.565911553736,0.999999999991176,"none",11,11
"134","Kogotus.Rickera.Cultus","08BEA3474",0.0150761728689422,-31.9542525779179,0.894468919393919,"none",3,3
"135","Kogotus.Rickera.Cultus","08BEA3478",0.00602440308217817,-13.0856121810704,0.973601054872503,"none",3,3
"136","Kogotus.Rickera.Cultus","08BEA3571",-0.00958837778278413,19.7038729857769,0.895532540630242,"none",12,12
"137","Kogotus.Rickera.Cultus","08BEA3650",0.157626960284232,-318.106142358259,0.0989650330731508,"none",7,7
"138","Kogotus.Rickera.Cultus","08BEA3737",0.327859916633674,-658.862127481677,0.0219583695567631,"positive",12,12
"139","Kogotus.Rickera.Cultus","08BEA3747",-0.00648237772002434,12.5627086085423,0.928621218588668,"none",8,8
"140","Kogotus.Rickera.Cultus","08BEA3826",-0.130156985930006,259.74001646561,0.35661062628672,"none",2,2
"141","Kogotus.Rickera.Cultus","08CED2433",-0.274497252891079,555.740137965641,0.216254436489931,"none",16,16
"142","Kogotus.Rickera.Cultus","08CED2518",0.0930678938100228,-186.280139334816,0.601448663016684,"none",8,8
"143","Kogotus.Rickera.Cultus","08CED2711",-0.040922754014887,81.7953242546606,0.705389675711091,"none",4,4
"144","Kogotus.Rickera.Cultus","08CED2898",-1.17419896493921e-15,-25.5660685235281,1,"none",0,0
"145","Kogotus.Rickera.Cultus","08CED4192",0.0260160688090301,-52.0783496140529,0.715525206802315,"none",12,12
"146","Kogotus.Rickera.Cultus","08CED4975",0.384471536053567,-772.296239990705,0.062266290694635,"none",9,9
"147","Kogotus.Rickera.Cultus","08CED5032",0.0737226238068173,-149.382460017654,0.421704343694159,"none",5,5
"148","Kogotus.Rickera.Cultus","08CED5046",-0.0128334108586561,25.142114542155,0.926309283606496,"none",4,4
"149","Kogotus.Rickera.Cultus","08EAS1536",0.195971077622076,-394.564957155722,0.0960774717130126,"none",9,9
"150","Kogotus.Rickera.Cultus","08EAS1964",0.270272077273775,-544.29783317991,0.0584327834627683,"none",9,9
"151","Kogotus.Rickera.Cultus","08EAS2058",0.0792657404732344,-160.916328592343,0.414214340630334,"none",4,4
"152","Kogotus.Rickera.Cultus","08EAS2191",-1.77619967252712e-15,-25.5660685235268,1,"none",0,0
"153","Kogotus.Rickera.Cultus","08EAS2272",0.420142097764246,-848.183272178966,0.0402687116583841,"positive",5,5
"154","Kogotus.Rickera.Cultus","08EAS2446",0.483623944595632,-975.235990499604,0.0344490705676229,"positive",7,7
"155","Kogotus.Rickera.Cultus","08EAS2540",0.15464188187914,-310.576893990829,0.399188737974447,"none",9,9
"156","Kogotus.Rickera.Cultus","08EAS2546",6.84401334021742e-16,-24.5660685235104,1,"none",0,0
"157","Kogotus.Rickera.Cultus","08EAS2631",-0.0436116305282426,86.3958723139947,0.635727573851325,"none",4,4
"158","Kogotus.Rickera.Cultus","08EVA3555",0.0724802001028544,-145.806711950565,0.617891009203003,"none",5,5
"159","Kogotus.Rickera.Cultus","08EVA3637",2.36452026593984e-15,-24.5660685235138,1,"none",0,0
"160","Kogotus.Rickera.Cultus","08EVA3640",0.153206984677306,-309.097266856051,0.266293242644558,"none",4,4
"161","Kogotus.Rickera.Cultus","08EVA3642",-0.329898441034134,663.903775696549,0.102962885874056,"none",5,5
"162","Kogotus.Rickera.Cultus","08EVA3813",0.0621321832017226,-124.564481458754,0.493474270340114,"none",10,10
"163","Kogotus.Rickera.Cultus","08ISS3877",-0.120296640587182,239.971660464277,0.430071231002294,"none",2,2
"164","Kogotus.Rickera.Cultus","08ISS3958",41.4951334523613,-83757.7345340424,0.998805184936972,"none",1,1
"165","Kogotus.Rickera.Cultus","08ISS3962",0.0318267953757703,-65.4297007183073,0.758505514044593,"none",4,4
"166","Kogotus.Rickera.Cultus","08ISS4294",0.048259121852764,-97.6894628328847,0.573993873381092,"none",7,7
"167","Kogotus.Rickera.Cultus","08ISS4573",0.12045312875339,-242.627324365892,0.156464725236686,"none",9,9
"168","Kogotus.Rickera.Cultus","08ISS4724",0.0255740510192532,-50.726414271752,0.769565484706335,"none",13,13
"169","Kogotus.Rickera.Cultus","08ISS4730",0.063515870446901,-129.294781532313,0.496574711525105,"none",4,4
"170","Kogotus.Rickera.Cultus","08ISS4735",1.25322651524742e-15,-24.5660685235115,1,"none",0,0
"171","Kogotus.Rickera.Cultus","08ISS4748",-40.0420708687959,80304.5704714479,0.99834280018361,"none",1,1
"172","Kogotus.Rickera.Cultus","08ISS4884",-0.0106449109821805,21.1593096074794,0.89552244238858,"none",7,7
"173","Kogotus.Rickera.Cultus","08LAK2827",-0.0137105657063566,25.4554751047849,0.917068888141217,"none",2,2
"174","Kogotus.Rickera.Cultus","08LAK3121",1.05665205664089e-16,-24.5660685235092,1,"none",0,0
"175","Kogotus.Rickera.Cultus","08LAK3540",8.93054849613945e-16,-25.5660685235323,1,"none",0,0
"176","Kogotus.Rickera.Cultus","08LAK3616",-2.39620366309359e-15,-24.5660685235042,1,"none",0,0
"177","Kogotus.Rickera.Cultus","08LAK3627",5.8541474735368e-16,-25.5660685235316,1,"none",0,0
"178","Kogotus.Rickera.Cultus","08LAK3628",-0.111801052698601,222.73029388936,0.41104050187536,"none",2,2
"179","Kogotus.Rickera.Cultus","08LAK3699",0.221075998530188,-446.858722821593,0.105889123141175,"none",4,4
"180","Kogotus.Rickera.Cultus","08LAK3879",0.0448768391182498,-90.4300828303651,0.531231253395433,"none",10,10
"181","Kogotus.Rickera.Cultus","08LIT2585",0.0698732308513778,-142.152486321639,0.460130416469388,"none",4,4
"182","Kogotus.Rickera.Cultus","08LIT2602",0.0766215740416736,-153.124858326944,0.374199749367218,"none",14,14
"183","Kogotus.Rickera.Cultus","08LIT2603",0.18263803537708,-366.187790264085,0.0939721988541214,"none",15,15
"184","Kogotus.Rickera.Cultus","08LIT2682",0.116109553531448,-234.7423741174,0.188527478053608,"none",6,6
"185","Kogotus.Rickera.Cultus","08LIT2685",-0.151727800346008,303.369860783061,0.256283202359592,"none",3,3
"186","Kogotus.Rickera.Cultus","08LIT2692",0.0558300046964992,-112.256405178144,0.448582344105035,"none",10,10
"187","Kogotus.Rickera.Cultus","08LIT2781",0.0689841558353577,-139.366019849968,0.362517196318266,"none",8,8
"188","Kogotus.Rickera.Cultus","08NOR1362",0.0822141803230303,-165.4432426402,0.315185368793516,"none",10,10
"189","Kogotus.Rickera.Cultus","08NOR1370",-0.0733593105405698,146.803769416721,0.370619892902721,"none",6,6
"190","Kogotus.Rickera.Cultus","08NOR1750",0.047486720931211,-95.8167358814282,0.543860925540174,"none",9,9
"191","Kogotus.Rickera.Cultus","08NOR1756",0.569890108524852,-1146.92984129625,0.0797477955353744,"none",5,5
"192","Kogotus.Rickera.Cultus","08NOR2306",-0.0292024327215975,57.8499564027708,0.741777786446374,"none",5,5
"193","Kogotus.Rickera.Cultus","08SAM0000",1.1983863207797e-15,-25.5660685235329,1,"none",0,0
"194","Kogotus.Rickera.Cultus","08SAM1914",0.342862218195416,-691.820737865505,0.151251972563001,"none",3,3
"195","Kogotus.Rickera.Cultus","08SAM2674",-6.09229969583576e-16,-25.5660685235292,1,"none",0,0
"196","Kogotus.Rickera.Cultus","08SAM2855",6.03472676218786e-16,-25.5660685235317,1,"none",0,0
"197","Kogotus.Rickera.Cultus","08SAM2862",0.178320601262067,-358.791855087878,0.115655806588551,"none",9,9
"198","Kogotus.Rickera.Cultus","08SAM3045",0.102712368733173,-206.410416136533,0.412902976617721,"none",6,6
"199","Kogotus.Rickera.Cultus","08SAM3047",0.254282452588591,-511.292841711696,0.0581755730128632,"none",12,12
"200","Kogotus.Rickera.Cultus","08WES0622",0.520273112810065,-1051.7424732148,0.148153942734768,"none",2,2
"201","Kogotus.Rickera.Cultus","08WES0629",-2.03485462387326e-15,-25.5660685235263,1,"none",0,0
"202","Kogotus.Rickera.Cultus","08WES0903",-0.00913630682808365,19.1723083296776,0.914554692673941,"none",13,13
"203","Kogotus.Rickera.Cultus","08WES0905",0.407916518655082,-819.898060907073,0.0368230263489751,"positive",11,11
"204","Kogotus.Rickera.Cultus","08WES1037",-1.47490045600946e-15,-25.5660685235274,1,"none",0,0
"205","Kogotus.Rickera.Cultus","08WES1178",-0.0933458309262125,185.036232027166,0.601164878500638,"none",1,1
"206","Kogotus.Rickera.Cultus","08WES1340",-1.52897433544156e-15,-25.5660685235273,1,"none",0,0
"207","Kogotus.Rickera.Cultus","08WES1490",5.96729637545053e-17,-25.5660685235306,1,"none",0,0
"208","Kogotus.Rickera.Cultus","08WES1579",1.81109389763879e-15,-24.5660685235127,1,"none",0,0
"209","Kogotus.Rickera.Cultus","09BLA0675",0.268345797100954,-538.948511857745,0.0549288623840532,"none",10,10
"210","Kogotus.Rickera.Cultus","09BLA0716",-0.0761726587735796,152.975586272605,0.327489888933791,"none",8,8
"211","Kogotus.Rickera.Cultus","09BLA0722",-0.663147035504722,1329.54644825953,0.174806897015529,"none",2,2
"212","Kogotus.Rickera.Cultus","09BLA0756",9.46092334542736e-11,25.5660690633798,0.999999999999992,"none",16,16
"213","Kogotus.Rickera.Cultus","09BLA0768",0.0742886210054612,-146.783508411547,0.672502692798478,"none",15,15
"214","Kogotus.Rickera.Cultus","09BLA0771",-0.176617691217268,352.508007986433,0.399557476319795,"none",1,1
"215","Kogotus.Rickera.Cultus","09BLA0772",-0.0931971028937995,184.559981384661,0.604066768854804,"none",1,1
"216","Kogotus.Rickera.Cultus","09BLA0817",-1.11895124184456e-15,-25.5660685235282,1,"none",0,0
"217","Kogotus.Rickera.Cultus","09COV1165",-0.0125741417685126,24.5374317829249,0.874048781711766,"none",6,6
"218","Kogotus.Rickera.Cultus","09COV1418",-0.0766573042095171,152.062184127465,0.554313058057181,"none",2,2
"219","Kogotus.Rickera.Cultus","09COV1756",0.0722069549561979,-145.648081609442,0.332521448718986,"none",9,9
"220","Kogotus.Rickera.Cultus","09COV1862",-0.0241515237386099,48.185630330843,0.768104636232184,"none",7,7
"221","Kogotus.Rickera.Cultus","09COV1864",0.0723973528308672,-146.640610497939,0.45307146594243,"none",5,5
"222","Kogotus.Rickera.Cultus","09DEE2163",-0.0262860628402141,50.8203872931451,0.835355327699139,"none",2,2
"223","Kogotus.Rickera.Cultus","09DEE2208",-0.0518853070849369,104.145320120555,0.474943534055001,"none",9,9
"224","Kogotus.Rickera.Cultus","09DEE2211",-0.0207413888359669,41.2668879504403,0.807030801094984,"none",6,6
"225","Kogotus.Rickera.Cultus","09DEE2294",0.294892764793479,-594.908656530414,0.0338882135243466,"positive",6,6
"226","Kogotus.Rickera.Cultus","09DUW0091",-0.0968937782406237,192.472579827758,0.567598546433973,"none",1,1
"227","Kogotus.Rickera.Cultus","09DUW0225",-5.12335514505093e-16,-24.566068523508,1,"none",0,0
"228","Kogotus.Rickera.Cultus","09DUW0277",1.49231588623822e-15,-24.566068523512,1,"none",0,0
"229","Kogotus.Rickera.Cultus","09JEN1318",0.035480041610568,-72.1442366974698,0.667024162306181,"none",6,6
"230","Kogotus.Rickera.Cultus","09JEN1357",0.186736027608004,-376.41302718676,0.0474776805046628,"positive",8,8
"231","Kogotus.Rickera.Cultus","09LOW0325",-5.21905440750403e-16,-25.5660685235294,1,"none",0,0
"232","Kogotus.Rickera.Cultus","09LOW0751",0.0727917344835955,-147.482551551695,0.375690347651073,"none",6,6
"233","Kogotus.Rickera.Cultus","09LOW0753",1.43577417452401e-15,-25.5660685235334,1,"none",0,0
"234","Kogotus.Rickera.Cultus","09MID1374",0.277947714410912,-558.707897133922,0.0205718357272844,"positive",13,13
"235","Kogotus.Rickera.Cultus","09MID1537",-40.9901404228162,82246.9120795959,0.998661285551242,"none",1,1
"236","Kogotus.Rickera.Cultus","09MID1744",0.228421268447703,-460.710208455293,0.0585538179016254,"none",7,7
"237","Kogotus.Rickera.Cultus","09MID1817",0.100301191909039,-199.419861013889,0.566607698731247,"none",13,13
"238","Kogotus.Rickera.Cultus","09MID1958",0.353102932986379,-712.657952951223,0.0472004374250514,"positive",4,4
"239","Kogotus.Rickera.Cultus","09MID2426",0.0929935221549626,-189.463726438968,0.482836803625083,"none",2,2
"240","Kogotus.Rickera.Cultus","09MIL0340",0.103657175114768,-206.49543450403,0.407954971331102,"none",15,15
"241","Kogotus.Rickera.Cultus","09MIL0390",0.0827105105439952,-165.972630029377,0.279914005838374,"none",13,13
"242","Kogotus.Rickera.Cultus","09NEW1657",0.321719146054346,-645.587736274781,0.0376933582479628,"positive",16,16
"243","Kogotus.Rickera.Cultus","09NEW2076",0.0544224490015502,-109.782885990872,0.469543749276252,"none",8,8
"244","Kogotus.Rickera.Cultus","09NEW2102",0.114219541463472,-229.889235182328,0.150668554821388,"none",10,10
"245","Kogotus.Rickera.Cultus","09NEW2128",0.082165147442328,-166.620869269556,0.353581650405435,"none",5,5
"246","Kogotus.Rickera.Cultus","09NEW2151",0.329075235852012,-661.631939327208,0.0844790040988315,"none",6,6
"247","Kogotus.Rickera.Cultus","09SOO0943",0.226354850557384,-456.630801599839,0.0713313982548369,"none",5,5
"248","Kogotus.Rickera.Cultus","09SOO1022",0.066248810066845,-132.321498356826,0.43837720209224,"none",14,14
"249","Kogotus.Rickera.Cultus","09SOO1130",0.130620303483701,-262.818614744354,0.106639204078736,"none",11,11
"250","Kogotus.Rickera.Cultus","09SOO1134",-0.171914017151993,344.766892165456,0.107186732867504,"none",5,5
"251","Kogotus.Rickera.Cultus","09SOO1209",0.357683187861393,-719.440399964678,0.138716687533097,"none",11,11
"252","Kogotus.Rickera.Cultus","09SOO1283",0.388486410845107,-783.442594778741,0.0221725535946324,"positive",7,7
"253","Kogotus.Rickera.Cultus","28A",0.112554936654747,-224.781988397777,0.743013799531804,"none",10,10
"254","Kogotus.Rickera.Cultus","Miller_Cove",0.480138910509767,-968.087126325922,0.0744831769332431,"none",7,7
"255","Kogotus.Rickera.Cultus","Miller_SWSSD",0.126544695267721,-254.7472106178,0.492608180191498,"none",7,7
